"","simnum","dHat","nHat","pHat","pHatZeroNeg","pHatDropNeg","aHat","square","TrapSpacing","FielSize","CatchRadius","NumVisits","density"
"7182",7,1.87379904935275,479.692556634304,0.555699879132812,0.555699879132812,0.555699879132812,256,"2",4,34,1.5,4,2
"7183",7,1.95155127617301,1124.09353507565,0.557511062085174,0.557511062085174,0.557511062085174,576,"3",4,34,1.5,4,2
"7184",7,2.07558532088595,2125.39936858721,0.522600993831367,0.522600993831367,0.522600993831367,1024,"4",4,34,1.5,4,2
"7185",7,2.24524222883598,1005.86851851852,0.482989493032502,0.482989493032502,0.482989493032502,448,"5",4,34,1.5,4,2
"7186",8,2.23982224770642,143.348623853211,0.642229123600034,0.642229123600034,0.642229123600034,64,"1",4,34,1.5,4,2
"7187",8,2.09830087746305,537.165024630542,0.638584747124991,0.638584747124991,0.638584747124991,256,"2",4,34,1.5,4,2
"7188",8,1.96470746108427,1131.67149758454,0.619699987939057,0.619699987939057,0.619699987939057,576,"3",4,34,1.5,4,2
"7189",8,2.07250958780954,2122.24981791697,0.557659735952714,0.557659735952714,0.557659735952714,1024,"4",4,34,1.5,4,2
"7190",8,2.23673410878113,1002.05688073394,0.4876359548625,0.4876359548625,0.4876359548625,448,"5",4,34,1.5,4,2
"7191",9,2.08333333333333,133.333333333333,0.5,0.5,0.5,64,"1",4,34,1.5,4,2
"7192",9,2.16007053291536,552.978056426332,0.509616282411222,0.509616282411222,0.509616282411222,256,"2",4,34,1.5,4,2
"7193",9,2.02524544179523,1166.54137447405,0.532879293558972,0.532879293558972,0.532879293558972,576,"3",4,34,1.5,4,2
"7194",9,2.1229981294945,2173.95008460237,0.487523108869671,0.487523108869671,0.487523108869671,1024,"4",4,34,1.5,4,2
"7195",9,2.27250704386232,1018.08315565032,0.433190052449194,0.433190052449194,0.433190052449194,448,"5",4,34,1.5,4,2
"7196",10,2.09256114130435,133.923913043478,0.586271621506125,0.586271621506125,0.586271621506125,64,"1",4,34,1.5,4,2
"7197",10,1.94980908360129,499.151125401929,0.541022986983926,0.541022986983926,0.541022986983926,256,"2",4,34,1.5,4,2
"7198",10,1.92438928289992,1108.44822695035,0.550012569305758,0.550012569305758,0.550012569305758,576,"3",4,34,1.5,4,2
"7199",10,2.06841942253236,2118.06148867314,0.514105008114224,0.514105008114224,0.514105008114224,1024,"4",4,34,1.5,4,2
"7200",10,2.26474643529728,1014.60640301318,0.474103852939396,0.474103852939396,0.474103852939396,448,"5",4,34,1.5,4,2
"7201",1,0.390625,25,1,1,1,64,"1",4,31,2,4,0.5
"7202",1,0.46484375,119,1,1,1,256,"2",4,31,2,4,0.5
"7203",1,0.503472222222222,290,1,1,1,576,"3",4,31,2,4,0.5
"7204",1,0.468752043017782,480.002092050209,0.954308833761505,0.954308833761505,0.954308833761505,1024,"4",4,31,2,4,0.5
"7205",1,0.424119015957447,190.005319148936,0.927260703254669,0.927260703254669,0.927260703254669,448,"5",4,31,2,4,0.5
"7206",2,0.53125,34,1,1,1,64,"1",4,31,2,4,0.5
"7207",2,0.453125,116,1,1,1,256,"2",4,31,2,4,0.5
"7208",2,0.503472222222222,290,1,1,1,576,"3",4,31,2,4,0.5
"7209",2,0.467775484800839,479.002096436059,0.954261064625365,0.954261064625365,0.954261064625365,1024,"4",4,31,2,4,0.5
"7210",2,0.421886936592819,189.005347593583,0.927067504251053,0.927067504251053,0.927067504251053,448,"5",4,31,2,4,0.5
"7211",3,0.484375,31,1,1,1,64,"1",4,31,2,4,0.5
"7212",3,0.55859375,143,1,1,1,256,"2",4,31,2,4,0.5
"7213",3,0.491319444444444,283,1,1,1,576,"3",4,31,2,4,0.5
"7214",3,0.468758206407563,480.008403361345,0.935315377264685,0.935315377264685,0.935315377264685,1024,"4",4,31,2,4,0.5
"7215",3,0.43977840488527,197.020725388601,0.898726063291633,0.898726063291633,0.898726063291633,448,"5",4,31,2,4,0.5
"7216",4,0.328125,21,1,1,1,64,"1",4,31,2,4,0.5
"7217",4,0.4453125,114,1,1,1,256,"2",4,31,2,4,0.5
"7218",4,0.496527777777778,286,1,1,1,576,"3",4,31,2,4,0.5
"7219",4,0.468758206407563,480.008403361345,0.935315377264685,0.935315377264685,0.935315377264685,1024,"4",4,31,2,4,0.5
"7220",4,0.433082706766917,194.021052631579,0.897937927384034,0.897937927384034,0.897937927384034,448,"5",4,31,2,4,0.5
"7221",5,0.546875,35,1,1,1,64,"1",4,31,2,4,0.5
"7222",5,0.4453125,114,1,1,1,256,"2",4,31,2,4,0.5
"7223",5,0.472222222222222,272,1,1,1,576,"3",4,31,2,4,0.5
"7224",5,0.468783103813559,480.033898305085,0.908330150297179,0.908330150297179,0.908330150297179,1024,"4",4,31,2,4,0.5
"7225",5,0.464464285714286,208.08,0.859971991597199,0.859971991597199,0.859971991597199,448,"5",4,31,2,4,0.5
"7226",6,0.46875,30,1,1,1,64,"1",4,31,2,4,0.5
"7227",6,0.50390625,129,1,1,1,256,"2",4,31,2,4,0.5
"7228",6,0.5,288,1,1,1,576,"3",4,31,2,4,0.5
"7229",6,0.467775484800839,479.002096436059,0.954261064625365,0.954261064625365,0.954261064625365,1024,"4",4,31,2,4,0.5
"7230",6,0.426351095993953,191.005291005291,0.927452374988999,0.927452374988999,0.927452374988999,448,"5",4,31,2,4,0.5
"7231",7,0.546875,35,1,1,1,64,"1",4,31,2,4,0.5
"7232",7,0.4375,112,1,1,1,256,"2",4,31,2,4,0.5
"7233",7,0.487847222222222,281,1,1,1,576,"3",4,31,2,4,0.5
"7234",7,0.467775484800839,479.002096436059,0.954261064625365,0.954261064625365,0.954261064625365,1024,"4",4,31,2,4,0.5
"7235",7,0.441975674198251,198.005102040816,0.92875295001209,0.92875295001209,0.92875295001209,448,"5",4,31,2,4,0.5
"7236",8,0.40625,26,1,1,1,64,"1",4,31,2,4,0.5
"7237",8,0.44921875,115,1,1,1,256,"2",4,31,2,4,0.5
"7238",8,0.498263888888889,287,1,1,1,576,"3",4,31,2,4,0.5
"7239",8,0.468758206407563,480.008403361345,0.935315377264685,0.935315377264685,0.935315377264685,1024,"4",4,31,2,4,0.5
"7240",8,0.430850812547241,193.021164021164,0.89767109798067,0.89767109798067,0.89767109798067,448,"5",4,31,2,4,0.5
"7241",9,0.5625,36,1,1,1,64,"1",4,31,2,4,0.5
"7242",9,0.51953125,133,1,1,1,256,"2",4,31,2,4,0.5
"7243",9,0.501736111111111,289,1,1,1,576,"3",4,31,2,4,0.5
"7244",9,0.468768542325949,480.018987341772,0.920694841428186,0.920694841428186,0.920694841428186,1024,"4",4,31,2,4,0.5
"7245",9,0.426447876447876,191.048648648649,0.873677211840022,0.873677211840022,0.873677211840022,448,"5",4,31,2,4,0.5
"7246",10,0.515625,33,1,1,1,64,"1",4,31,2,4,0.5
"7247",10,0.44921875,115,1,1,1,256,"2",4,31,2,4,0.5
"7248",10,0.515625,297,1,1,1,576,"3",4,31,2,4,0.5
"7249",10,0.468758206407563,480.008403361345,0.935315377264685,0.935315377264685,0.935315377264685,1024,"4",4,31,2,4,0.5
"7250",10,0.408532023144453,183.022346368715,0.894882333754473,0.894882333754473,0.894882333754473,448,"5",4,31,2,4,0.5
"7251",1,1.09375,70,1,1,1,64,"1",4,31,2,4,1
"7252",1,0.94921875,243,1,1,1,256,"2",4,31,2,4,1
"7253",1,1.02430555555556,590,1,1,1,576,"3",4,31,2,4,1
"7254",1,0.936527527814136,959.004188481675,0.954284967911751,0.954284967911751,0.954284967911751,1024,"4",4,31,2,4,1
"7255",1,0.823685176125245,369.01095890411,0.926178652947444,0.926178652947444,0.926178652947444,448,"5",4,31,2,4,1
"7256",2,1.203125,77,1,1,1,64,"1",4,31,2,4,1
"7257",2,1.05859375,271,1,1,1,256,"2",4,31,2,4,1
"7258",2,0.979166666666667,564,1,1,1,576,"3",4,31,2,4,1
"7259",2,0.93850223449001,961.026288117771,0.927680393232454,0.927680393232454,0.927680393232454,1024,"4",4,31,2,4,1
"7260",2,0.886304909560723,397.064599483204,0.887061512136844,0.887061512136844,0.887061512136844,448,"5",4,31,2,4,1
"7261",3,1.03125,66,1,1,1,64,"1",4,31,2,4,1
"7262",3,1.0703125,274,1,1,1,256,"2",4,31,2,4,1
"7263",3,0.993055555555556,572,1,1,1,576,"3",4,31,2,4,1
"7264",3,0.937501019376305,960.001043841336,0.967708315813969,0.967708315813969,0.967708315813969,1024,"4",4,31,2,4,1
"7265",3,0.866077211324945,388.002590673575,0.949167143222465,0.949167143222465,0.949167143222465,448,"5",4,31,2,4,1
"7266",4,0.828125,53,1,1,1,64,"1",4,31,2,4,1
"7267",4,1.046875,268,1,1,1,256,"2",4,31,2,4,1
"7268",4,1.00520833333333,579,1,1,1,576,"3",4,31,2,4,1
"7269",4,0.938527092133052,961.051742344245,0.914340638541659,0.914340638541659,0.914340638541659,1024,"4",4,31,2,4,1
"7270",4,0.852975786102484,382.133152173913,0.863373989787205,0.863373989787205,0.863373989787205,448,"5",4,31,2,4,1
"7271",5,1.125,72,1,1,1,64,"1",4,31,2,4,1
"7272",5,1.01171875,259,1,1,1,256,"2",4,31,2,4,1
"7273",5,0.982638888888889,566,1,1,1,576,"3",4,31,2,4,1
"7274",5,0.937516412815126,960.016806722689,0.935315377264685,0.935315377264685,0.935315377264685,1024,"4",4,31,2,4,1
"7275",5,0.87955680977054,394.041450777202,0.898726063291633,0.898726063291633,0.898726063291633,448,"5",4,31,2,4,1
"7276",6,1.015625,65,1,1,1,64,"1",4,31,2,4,1
"7277",6,1.046875,268,1,1,1,256,"2",4,31,2,4,1
"7278",6,0.994791666666667,573,1,1,1,576,"3",4,31,2,4,1
"7279",6,0.935546875,958,1,1,1,1024,"4",4,31,2,4,1
"7280",6,0.859375,385,1,1,1,448,"5",4,31,2,4,1
"7281",7,1.140625,73,1,1,1,64,"1",4,31,2,4,1
"7282",7,1,256,1,1,1,256,"2",4,31,2,4,1
"7283",7,1.01909722222222,587,1,1,1,576,"3",4,31,2,4,1
"7284",7,0.937509212853774,960.009433962264,0.944010748904415,0.944010748904415,0.944010748904415,1024,"4",4,31,2,4,1
"7285",7,0.832644024912417,373.024523160763,0.90995496622185,0.90995496622185,0.90995496622185,448,"5",4,31,2,4,1
"7286",8,1.203125,77,1,1,1,64,"1",4,31,2,4,1
"7287",8,1.0703125,274,1,1,1,256,"2",4,31,2,4,1
"7288",8,1.01736111111111,586,1,1,1,576,"3",4,31,2,4,1
"7289",8,0.938492958092865,961.016789087093,0.935349181616476,0.935349181616476,0.935349181616476,1024,"4",4,31,2,4,1
"7290",8,0.837150885558583,375.043596730245,0.896165173669767,0.896165173669767,0.896165173669767,448,"5",4,31,2,4,1
"7291",9,1.015625,65,1,1,1,64,"1",4,31,2,4,1
"7292",9,0.9453125,242,1,1,1,256,"2",4,31,2,4,1
"7293",9,0.951388888888889,548,1,1,1,576,"3",4,31,2,4,1
"7294",9,0.93755058304704,960.051797040169,0.91429570837258,0.91429570837258,0.91429570837258,1024,"4",4,31,2,4,1
"7295",9,0.919917668700646,412.123115577889,0.868531560375564,0.868531560375564,0.868531560375564,448,"5",4,31,2,4,1
"7296",10,0.84375,54,1,1,1,64,"1",4,31,2,4,1
"7297",10,0.984375,252,1,1,1,256,"2",4,31,2,4,1
"7298",10,0.991319444444444,571,1,1,1,576,"3",4,31,2,4,1
"7299",10,0.938492958092865,961.016789087093,0.935349181616476,0.935349181616476,0.935349181616476,1024,"4",4,31,2,4,1
"7300",10,0.870629207180254,390.041884816754,0.898202680288142,0.898202680288142,0.898202680288142,448,"5",4,31,2,4,1
"7301",1,1.71875,110,1,1,1,64,"1",4,31,2,4,1.5
"7302",1,1.4453125,370,1,1,1,256,"2",4,31,2,4,1.5
"7303",1,1.46006944444444,841,1,1,1,576,"3",4,31,2,4,1.5
"7304",1,1.40723746619853,1441.0111653873,0.947240385745234,0.947240385745234,0.947240385745234,1024,"4",4,31,2,4,1.5
"7305",1,1.33934604247104,600.027027027027,0.918076807948096,0.918076807948096,0.918076807948096,448,"5",4,31,2,4,1.5
"7306",2,1.546875,99,1,1,1,64,"1",4,31,2,4,1.5
"7307",2,1.56640625,401,1,1,1,256,"2",4,31,2,4,1.5
"7308",2,1.52256944444444,877,1,1,1,576,"3",4,31,2,4,1.5
"7309",2,1.40724362334032,1441.01747030049,0.940992422940627,0.940992422940627,0.940992422940627,1024,"4",4,31,2,4,1.5
"7310",2,1.25902929989685,564.045126353791,0.905424401517808,0.905424401517808,0.905424401517808,448,"5",4,31,2,4,1.5
"7311",3,1.5625,100,1,1,1,64,"1",4,31,2,4,1.5
"7312",3,1.421875,364,1,1,1,256,"2",4,31,2,4,1.5
"7313",3,1.47569444444444,850,1,1,1,576,"3",4,31,2,4,1.5
"7314",3,1.40626091131285,1440.01117318436,0.947222018603074,0.947222018603074,0.947222018603074,1024,"4",4,31,2,4,1.5
"7315",3,1.31702565046637,590.027491408935,0.917380761522797,0.917380761522797,0.917380761522797,448,"5",4,31,2,4,1.5
"7316",4,1.75,112,1,1,1,64,"1",4,31,2,4,1.5
"7317",4,1.59765625,409,1,1,1,256,"2",4,31,2,4,1.5
"7318",4,1.48958333333333,858,1,1,1,576,"3",4,31,2,4,1.5
"7319",4,1.40534225797216,1439.0704721635,0.916346544423969,0.916346544423969,0.916346544423969,1024,"4",4,31,2,4,1.5
"7320",4,1.2972728864273,581.17825311943,0.867662798687828,0.867662798687828,0.867662798687828,448,"5",4,31,2,4,1.5
"7321",5,1.453125,93,1,1,1,64,"1",4,31,2,4,1.5
"7322",5,1.5546875,398,1,1,1,256,"2",4,31,2,4,1.5
"7323",5,1.58159722222222,911,1,1,1,576,"3",4,31,2,4,1.5
"7324",5,1.40727042214912,1441.0449122807,0.925282574658344,0.925282574658344,0.925282574658344,1024,"4",4,31,2,4,1.5
"7325",5,1.18331364647026,530.124513618677,0.876203107881965,0.876203107881965,0.876203107881965,448,"5",4,31,2,4,1.5
"7326",6,1.4375,92,1,1,1,64,"1",4,31,2,4,1.5
"7327",6,1.45703125,373,1,1,1,256,"2",4,31,2,4,1.5
"7328",6,1.51736111111111,874,1,1,1,576,"3",4,31,2,4,1.5
"7329",6,1.4072511644944,1441.02519244227,0.935337919388644,0.935337919388644,0.935337919388644,1024,"4",4,31,2,4,1.5
"7330",6,1.26576978764479,567.064864864865,0.896582462000996,0.896582462000996,0.896582462000996,448,"5",4,31,2,4,1.5
"7331",7,1.6875,108,1,1,1,64,"1",4,31,2,4,1.5
"7332",7,1.64453125,421,1,1,1,256,"2",4,31,2,4,1.5
"7333",7,1.56076388888889,899,1,1,1,576,"3",4,31,2,4,1.5
"7334",7,1.40626707277098,1440.01748251748,0.940971866389904,0.940971866389904,0.940971866389904,1024,"4",4,31,2,4,1.5
"7335",7,1.2076943771859,541.047080979284,0.903416573839218,0.903416573839218,0.903416573839218,448,"5",4,31,2,4,1.5
"7336",8,1.484375,95,1,1,1,64,"1",4,31,2,4,1.5
"7337",8,1.45703125,373,1,1,1,256,"2",4,31,2,4,1.5
"7338",8,1.484375,855,1,1,1,576,"3",4,31,2,4,1.5
"7339",8,1.40626091131285,1440.01117318436,0.947222018603074,0.947222018603074,0.947222018603074,1024,"4",4,31,2,4,1.5
"7340",8,1.30586546793761,585.027729636049,0.917026018635498,0.917026018635498,0.917026018635498,448,"5",4,31,2,4,1.5
"7341",9,1.59375,102,1,1,1,64,"1",4,31,2,4,1.5
"7342",9,1.5546875,398,1,1,1,256,"2",4,31,2,4,1.5
"7343",9,1.50694444444444,868,1,1,1,576,"3",4,31,2,4,1.5
"7344",9,1.40627461922269,1440.02521008403,0.935315377264685,0.935315377264685,0.935315377264685,1024,"4",4,31,2,4,1.5
"7345",9,1.27692920918367,572.064285714286,0.897040266541813,0.897040266541813,0.897040266541813,448,"5",4,31,2,4,1.5
"7346",10,1.46875,94,1,1,1,64,"1",4,31,2,4,1.5
"7347",10,1.57421875,403,1,1,1,256,"2",4,31,2,4,1.5
"7348",10,1.51909722222222,875,1,1,1,576,"3",4,31,2,4,1.5
"7349",10,1.40724362334032,1441.01747030049,0.940992422940627,0.940992422940627,0.940992422940627,1024,"4",4,31,2,4,1.5
"7350",10,1.26349322327852,566.044964028777,0.90559313599383,0.90559313599383,0.90559313599383,448,"5",4,31,2,4,1.5
"7351",1,2.171875,139,1,1,1,64,"1",4,31,2,4,2
"7352",1,2.0625,528,1,1,1,256,"2",4,31,2,4,2
"7353",1,1.95833333333333,1128,1,1,1,576,"3",4,31,2,4,2
"7354",1,1.87404187286969,1919.01887781856,0.943996116929489,0.943996116929489,0.943996116929489,1024,"4",4,31,2,4,2
"7355",1,1.76572815422703,791.04621309371,0.912573962105613,0.912573962105613,0.912573962105613,448,"5",4,31,2,4,2
"7356",2,1.890625,121,1,1,1,64,"1",4,31,2,4,2
"7357",2,2.06640625,529,1,1,1,256,"2",4,31,2,4,2
"7358",2,2.02256944444444,1165,1,1,1,576,"3",4,31,2,4,2
"7359",2,1.87598115208877,1921.0046997389,0.960450925404561,0.960450925404561,0.960450925404561,1024,"4",4,31,2,4,2
"7360",2,1.68752678571429,756.012,0.93688055969022,0.93688055969022,0.93688055969022,448,"5",4,31,2,4,2
"7361",3,2.125,136,1,1,1,64,"1",4,31,2,4,2
"7362",3,1.83984375,471,1,1,1,256,"2",4,31,2,4,2
"7363",3,1.96354166666667,1131,1,1,1,576,"3",4,31,2,4,2
"7364",3,1.87600165508652,1921.0256948086,0.939524696958577,0.939524696958577,0.939524696958577,1024,"4",4,31,2,4,2
"7365",3,1.76353380430781,790.063144329897,0.905448561844804,0.905448561844804,0.905448561844804,448,"5",4,31,2,4,2
"7366",4,2.125,136,1,1,1,64,"1",4,31,2,4,2
"7367",4,2.02734375,519,1,1,1,256,"2",4,31,2,4,2
"7368",4,2.04513888888889,1178,1,1,1,576,"3",4,31,2,4,2
"7369",4,1.87700446898002,1922.05257623554,0.927680393232454,0.927680393232454,0.927680393232454,1024,"4",4,31,2,4,2
"7370",4,1.66102259273875,744.138121546961,0.883278201686082,0.883278201686082,0.883278201686082,448,"5",4,31,2,4,2
"7371",5,1.96875,126,1,1,1,64,"1",4,31,2,4,2
"7372",5,1.9609375,502,1,1,1,256,"2",4,31,2,4,2
"7373",5,1.984375,1143,1,1,1,576,"3",4,31,2,4,2
"7374",5,1.87696589386114,1922.01307531381,0.948929048913675,0.948929048913675,0.948929048913675,1024,"4",4,31,2,4,2
"7375",5,1.73891185212707,779.032509752926,0.919626196304931,0.919626196304931,0.919626196304931,448,"5",4,31,2,4,2
"7376",6,2.203125,141,1,1,1,64,"1",4,31,2,4,2
"7377",6,1.9921875,510,1,1,1,256,"2",4,31,2,4,2
"7378",6,1.97743055555556,1139,1,1,1,576,"3",4,31,2,4,2
"7379",6,1.87601812926957,1921.04256437204,0.931391596938048,0.931391596938048,0.931391596938048,1024,"4",4,31,2,4,2
"7380",6,1.74577236817502,782.106020942408,0.892097499810159,0.892097499810159,0.892097499810159,448,"5",4,31,2,4,2
"7381",7,2.03125,130,1,1,1,64,"1",4,31,2,4,2
"7382",7,1.9765625,506,1,1,1,256,"2",4,31,2,4,2
"7383",7,1.97743055555556,1139,1,1,1,576,"3",4,31,2,4,2
"7384",7,1.87701531661184,1922.06368421053,0.924130713636601,0.924130713636601,0.924130713636601,1024,"4",4,31,2,4,2
"7385",7,1.74812277079031,783.15900131406,0.88063206182893,0.88063206182893,0.88063206182893,448,"5",4,31,2,4,2
"7386",8,2.15625,138,1,1,1,64,"1",4,31,2,4,2
"7387",8,1.90234375,487,1,1,1,256,"2",4,31,2,4,2
"7388",8,1.93923611111111,1117,1,1,1,576,"3",4,31,2,4,2
"7389",8,1.87702721614858,1922.07586933614,0.920736373328689,0.920736373328689,0.920736373328689,1024,"4",4,31,2,4,2
"7390",8,1.79728656027072,805.18437900128,0.876986144784291,0.876986144784291,0.876986144784291,448,"5",4,31,2,4,2
"7391",9,1.734375,111,1,1,1,64,"1",4,31,2,4,2
"7392",9,2.04296875,523,1,1,1,256,"2",4,31,2,4,2
"7393",9,1.97569444444444,1138,1,1,1,576,"3",4,31,2,4,2
"7394",9,1.87697820443527,1922.02568134172,0.939540488916815,0.939540488916815,0.939540488916815,1024,"4",4,31,2,4,2
"7395",9,1.75014204545455,784.063636363636,0.90508420042475,0.90508420042475,0.90508420042475,448,"5",4,31,2,4,2
"7396",10,2.203125,141,1,1,1,64,"1",4,31,2,4,2
"7397",10,2.10546875,539,1,1,1,256,"2",4,31,2,4,2
"7398",10,2.0625,1188,1,1,1,576,"3",4,31,2,4,2
"7399",10,1.87696589386114,1922.01307531381,0.948929048913675,0.948929048913675,0.948929048913675,1024,"4",4,31,2,4,2
"7400",10,1.63846993389897,734.03453038674,0.917182667500008,0.917182667500008,0.917182667500008,448,"5",4,31,2,4,2
"7401",1,0.453125,29,1,1,1,64,"1",4,32,2,4,0.5
"7402",1,0.51953125,133,1,1,1,256,"2",4,32,2,4,0.5
"7403",1,0.522569444444444,301,1,1,1,576,"3",4,32,2,4,0.5
"7404",1,0.499183886916836,511.16430020284,0.866103447196764,0.866103447196764,0.866103447196764,1024,"4",4,32,2,4,0.5
"7405",1,0.469691685267857,210.421875,0.78839631524242,0.78839631524242,0.78839631524242,448,"5",4,32,2,4,0.5
"7406",2,0.40625,26,1,1,1,64,"1",4,32,2,4,0.5
"7407",2,0.4609375,118,1,1,1,256,"2",4,32,2,4,0.5
"7408",2,0.487847222222222,281,1,1,1,576,"3",4,32,2,4,0.5
"7409",2,0.499312195200205,511.29568788501,0.844925514050877,0.844925514050877,0.844925514050877,1024,"4",4,32,2,4,0.5
"7410",2,0.51495319001387,230.699029126214,0.765381433898268,0.765381433898268,0.765381433898268,448,"5",4,32,2,4,0.5
"7411",3,0.671875,43,1,1,1,64,"1",4,32,2,4,0.5
"7412",3,0.6015625,154,1,1,1,256,"2",4,32,2,4,0.5
"7413",3,0.546875,315,1,1,1,576,"3",4,32,2,4,0.5
"7414",3,0.49905450111829,511.031809145129,0.911176881663134,0.911176881663134,0.911176881663134,1024,"4",4,32,2,4,0.5
"7415",3,0.437689969604863,196.085106382979,0.855662432702594,0.855662432702594,0.855662432702594,448,"5",4,32,2,4,0.5
"7416",4,0.578125,37,1,1,1,64,"1",4,32,2,4,0.5
"7417",4,0.55078125,141,1,1,1,256,"2",4,32,2,4,0.5
"7418",4,0.520833333333333,300,1,1,1,576,"3",4,32,2,4,0.5
"7419",4,0.499183886916836,511.16430020284,0.866103447196764,0.866103447196764,0.866103447196764,1024,"4",4,32,2,4,0.5
"7420",4,0.471918948926721,211.419689119171,0.788920736580912,0.788920736580912,0.788920736580912,448,"5",4,32,2,4,0.5
"7421",5,0.5,32,1,1,1,64,"1",4,32,2,4,0.5
"7422",5,0.5078125,130,1,1,1,256,"2",4,32,2,4,0.5
"7423",5,0.538194444444444,310,1,1,1,576,"3",4,32,2,4,0.5
"7424",5,0.498095703125,510.05,0.900496280979001,0.900496280979001,0.900496280979001,1024,"4",4,32,2,4,0.5
"7425",5,0.44672227443609,200.131578947368,0.839871846194913,0.839871846194913,0.839871846194913,448,"5",4,32,2,4,0.5
"7426",6,0.546875,35,1,1,1,64,"1",4,32,2,4,0.5
"7427",6,0.5546875,142,1,1,1,256,"2",4,32,2,4,0.5
"7428",6,0.524305555555556,302,1,1,1,576,"3",4,32,2,4,0.5
"7429",6,0.499149700126263,511.129292929293,0.873886667776114,0.873886667776114,0.873886667776114,1024,"4",4,32,2,4,0.5
"7430",6,0.467258049592894,209.331606217617,0.800498132778473,0.800498132778473,0.800498132778473,448,"5",4,32,2,4,0.5
"7431",7,0.3125,20,1,1,1,64,"1",4,32,2,4,0.5
"7432",7,0.4453125,114,1,1,1,256,"2",4,32,2,4,0.5
"7433",7,0.472222222222222,272,1,1,1,576,"3",4,32,2,4,0.5
"7434",7,0.499093890906814,511.072144288577,0.890999137073086,0.890999137073086,0.890999137073086,1024,"4",4,32,2,4,0.5
"7435",7,0.533836139081183,239.15859030837,0.839528591452018,0.839528591452018,0.839528591452018,448,"5",4,32,2,4,0.5
"7436",8,0.53125,34,1,1,1,64,"1",4,32,2,4,0.5
"7437",8,0.546875,140,1,1,1,256,"2",4,32,2,4,0.5
"7438",8,0.487847222222222,281,1,1,1,576,"3",4,32,2,4,0.5
"7439",8,0.500048633590637,512.049800796813,0.90069273471263,0.90069273471263,0.90069273471263,1024,"4",4,32,2,4,0.5
"7440",8,0.515877504848093,231.113122171946,0.851258970672818,0.851258970672818,0.851258970672818,448,"5",4,32,2,4,0.5
"7441",9,0.359375,23,1,1,1,64,"1",4,32,2,4,0.5
"7442",9,0.42578125,109,1,1,1,256,"2",4,32,2,4,0.5
"7443",9,0.479166666666667,276,1,1,1,576,"3",4,32,2,4,0.5
"7444",9,0.499093890906814,511.072144288577,0.890999137073086,0.890999137073086,0.890999137073086,1024,"4",4,32,2,4,0.5
"7445",9,0.524913917360666,235.161434977578,0.838133161634492,0.838133161634492,0.838133161634492,448,"5",4,32,2,4,0.5
"7446",10,0.453125,29,1,1,1,64,"1",4,32,2,4,0.5
"7447",10,0.40234375,103,1,1,1,256,"2",4,32,2,4,0.5
"7448",10,0.46875,270,1,1,1,576,"3",4,32,2,4,0.5
"7449",10,0.499093890906814,511.072144288577,0.890999137073086,0.890999137073086,0.890999137073086,1024,"4",4,32,2,4,0.5
"7450",10,0.53829733312539,241.157205240175,0.840212907612608,0.840212907612608,0.840212907612608,448,"5",4,32,2,4,0.5
"7451",1,1.125,72,1,1,1,64,"1",4,32,2,4,1
"7452",1,1.0546875,270,1,1,1,256,"2",4,32,2,4,1
"7453",1,1.02083333333333,588,1,1,1,576,"3",4,32,2,4,1
"7454",1,0.998268373550907,1022.22681451613,0.877951936144957,0.877951936144957,0.877951936144957,1024,"4",4,32,2,4,1
"7455",1,0.969993148868458,434.556930693069,0.81079238209567,0.81079238209567,0.81079238209567,448,"5",4,32,2,4,1
"7456",2,1.140625,73,1,1,1,64,"1",4,32,2,4,1
"7457",2,0.99609375,255,1,1,1,256,"2",4,32,2,4,1
"7458",2,0.994791666666667,573,1,1,1,576,"3",4,32,2,4,1
"7459",2,0.999102145522388,1023.08059701493,0.905788856046801,0.905788856046801,0.905788856046801,1024,"4",4,32,2,4,1
"7460",2,1.0048828125,450.1875,0.857142857142857,0.857142857142857,0.857142857142857,448,"5",4,32,2,4,1
"7461",3,0.890625,57,1,1,1,64,"1",4,32,2,4,1
"7462",3,0.99609375,255,1,1,1,256,"2",4,32,2,4,1
"7463",3,0.996527777777778,574,1,1,1,576,"3",4,32,2,4,1
"7464",3,0.99735625633232,1021.2928064843,0.869875940286453,0.869875940286453,0.869875940286453,1024,"4",4,32,2,4,1
"7465",3,0.999329816672432,447.699757869249,0.801166190699544,0.801166190699544,0.801166190699544,448,"5",4,32,2,4,1
"7466",4,1.328125,85,1,1,1,64,"1",4,32,2,4,1
"7467",4,1.1171875,286,1,1,1,256,"2",4,32,2,4,1
"7468",4,0.986111111111111,568,1,1,1,576,"3",4,32,2,4,1
"7469",4,0.99821257686998,1022.16967871486,0.886492098920242,0.886492098920242,0.886492098920242,1024,"4",4,32,2,4,1
"7470",4,1.01427424065421,454.394859813084,0.828307082120762,0.828307082120762,0.828307082120762,448,"5",4,32,2,4,1
"7471",5,0.875,56,1,1,1,64,"1",4,32,2,4,1
"7472",5,0.95703125,245,1,1,1,256,"2",4,32,2,4,1
"7473",5,0.965277777777778,556,1,1,1,576,"3",4,32,2,4,1
"7474",5,0.997263068038771,1021.1973816717,0.882090368368906,0.882090368368906,0.882090368368906,1024,"4",4,32,2,4,1
"7475",5,1.03894757273619,465.448512585812,0.823812234808701,0.823812234808701,0.823812234808701,448,"5",4,32,2,4,1
